categoria,chave,ingles,russo,portugues
Dialogues,c1_q3_unrest_narr1,"A deep metamorphosis has happened to Wigmund. The peaceful inhabitant of the Lonely Valley is increasingly turning into a young man eager to fight. The memory of the death of his mother - but also of his father, whose face he no longer remembers – is continually increasing his unrest.","С Вигмундом произошла глубокая метаморфоза. Мирный житель Одинокой долины все больше превращается в жаждущего битвы юношу.  Воспоминания о смерти его матери, и отца, лица которого он больше не помнит, постоянно усиливали его беспокойство.","Uma profunda metamorfose aconteceu com Wigmund. O habitante pacífico do Vale Solitário vai se tornando cada vez mais um jovem ansioso para lutar. A memória da morte de sua mãe — mas também de seu pai, cujo rosto ele já não se lembra — aumenta continuamente sua inquietação."
Dialogues,c1_q4_farewell_raed1,"Salve, Wigmund!","Сальве, Вигмунд!","Salve, Wigmund!"
Dialogues,c1_q4_farewell_wgm1,"Raedan! What a surprise! Salve! This is no chance meeting, is it? Strange things are happening here.","Рэйдан! Какой сюрприз! Сальве! Это же не случайная встреча, правда? Здесь происходят такие странные вещи.","Raedan! Que surpresa! Salve! Isso não é um encontro por acaso, é? Coisas estranhas estão acontecendo aqui."
Dialogues,c1_q4_farewell_raed2,What are you talking about?,О чем ты говоришь?,Do que você está falando?
Dialogues,c1_q4_farewell_wgm2,"Maybe I am wrong. But it seems that both wild animals and certain creatures of darkness have multiplied beyond measure. I've just cleared the Southeastern corner of some giant spiders. Imagine: such beasts on my land! And as if that weren't enough, I found a dead goblin in their nest.","Возможно, я ошибаюсь, но, похоже, и дикие звери, и некие порождения тьмы размножились сверх всякой меры. Я только что очистил юго-восточный угол области от гигантских пауков. Только представь себе: такие звери на моей земле! И как будто этого было мало, я еще нашел в их гнезде мертвого гоблина.","Talvez eu esteja errado. Mas parece que tanto os animais selvagens quanto certas criaturas das trevas se multiplicaram além da conta. Acabei de limpar o canto sudeste de algumas aranhas gigantes. Imagina: essas bestas na minha terra! E como se não bastasse, encontrei um goblin morto no ninho delas."
Dialogues,c1_q4_farewell_raed3,"Spiders you say? Giant spiders? And a dead goblin? You are right, Wigmund. These are not accidents. These are signs. That's why I am here.","Пауки, говоришь? Гигантские пауки, И мертвый гоблин? А ты прав, Вигмунд, это не случайность. Это знаки, это то, почему я здесь.","Aranhas você disse? Aranhas gigantes? E um goblin morto? Você está certo, Wigmund. Não são acidentes. São sinais. É por isso que estou aqui."
Dialogues,c1_q4_farewell_wgm3,Now it's my turn to ask: what are you talking about? What signs?,Теперь моя очередь спросить: о чем ты говоришь?  Какие знаки?,Agora é minha vez de perguntar: do que você está falando? Que sinais?
Dialogues,c1_q4_farewell_raed4,"After Aefestra's death I've told you that no place on this earth is safe. Not even the Lonely Valley. You’ve got the proof, Wigmund. Now you must come to Clwyd. There is no other choice. The enemy is looking for you.","После смерти Эфестры я сказал, что ни одно место на этой земле более не является безопасным. Даже в Одинокой долине. И вот доказательства этого, Вигмунд. Теперь ты должен направляться в Клуид. Другого выбора нет, враг ищет тебя.","Depois da morte de Aefestra eu lhe disse que nenhum lugar nesta terra é seguro. Nem mesmo o Vale Solitário. Você tem a prova, Wigmund. Agora você deve vir a Clwyd. Não há outra escolha. O inimigo está te procurando."
Dialogues,c1_q4_farewell_wgm4,Antiochus? The tyrant? Why is he looking for me? And how come he knows me? We've never met.,"Не уж то, Антиох, сам Тиран? Так, почему он ищет именно меня? И откуда он меня знает?  Мы же никогда с ним не встречались.",Antiochus? O tirano? Por que ele está me procurando? E como ele me conhece? Nunca nos encontramos.
Dialogues,c1_q4_farewell_raed5,"This is a long story. I don't have time to tell you now. And you probably wouldn't believe me. That's why, first, you will have to meet someone.","Это слишком долгая история. Сейчас у меня нет времени, чтобы поведать её. Да и ты, вероятно, мне не поверишь. И вот почему сначала тебе придется кое с кем познакомиться.","É uma longa história. Não tenho tempo para contar agora. E provavelmente você não acreditaria em mim. Por isso, primeiro, você terá que encontrar alguém."
Dialogues,c1_q4_farewell_wgm5,Someone? And who would be that “someone”?,Кое с кем? И кем будет этот 'кое кто'?,"Alguém? E quem seria esse ""alguém""?"
Dialogues,c1_q4_farewell_raed6,"Don't rush. You will see with your own eyes. Come to Clwyd, Wigmund!","Не спеши так. Ты увидишь всё своими глазами. Направляйся в Клуид, Вигмунд!","Não se apresse. Você verá com seus próprios olhos. Venha a Clwyd, Wigmund!"
Dialogues,c1_q4_farewell_narr1,"Raedan's gaze was as bright as the blade of a sharp sword. Indeed, Wigmund has no choice. And he fully understands this. ","Взгляд Рейдана был столь же ярким, как лезвие острого меча. И самом деле, у Вигмунда не было выбора, и он прекрасно об этом знал. ","O olhar de Raedan era tão brilhante quanto a lâmina de uma espada afiada. De fato, Wigmund não tem escolha. E ele entende isso completamente."
Dialogues,c1_q4_farewell_wgm6,I cannot come without visiting my mother's tomb one last time.,"Я не могу уйти, не посетив в последний раз могилу матери.",Não posso ir sem visitar o túmulo da minha mãe uma última vez.
Dialogues,c1_q4_farewell_raed7,"Very well. But after that, take your weapons and come. Do not hesitate! Every hour is precious. You ought to fulfill your destiny. The Lions of Templar must fight again!",Так и быть. Но после этого бери свое оружие и приходи. Не робей! Каждый твой час бесценен. Ты должен исполнить своё предназначение. Львы из Тамплиеров должны снова сразиться!,"Muito bem. Mas depois disso, pegue suas armas e venha. Não hesite! Cada hora é preciosa. Você deve cumprir seu destino. Os Leões dos Templários devem lutar novamente!"
Dialogues,c1_q4_farewell_wgm7,The Lions of Templar? Who are they?,Львы из Тамплиеров? Это кто?,Os Leões dos Templários? Quem são eles?
Dialogues,c1_q4_farewell_raed8,No time for questions. Go! And don't be late. See you in Clwyd!,"У нас нет времени на вопросы. Иди! И не опаздывай, мы еще увидимся в Клуиде!",Não há tempo para perguntas. Vá! E não se atrase. Até Clwyd!
Dialogues,c1_q4_farewell_narr2,"Without another word, Raedan disappeared faster than a breeze of the spring wind. When he realized that a deep silence had settled over the Lonely Valley, Wigmund felt a lump in his throat. He did not understand why he had to leave his peaceful life for an uncertain future. Suddenly he realized how lonely he was and that he couldn't live like that indefinitely. Only the bright remembrance of his mother, Aefestra, banished all disturbing thoughts and unanswered questions.","Не сказав больше ни слова, Рейдан исчез быстрее, чем дуновение весеннего ветра. И вот, когда, над Одинокой долиной воцарилась глубокая тишина, Вигмунд почувствовал комок в горле.  Он не понимал, почему ему придется оставить свою мирную жизнь ради неопределенного будущего. Внезапно он осознал, насколько он одинок и что не может жить так бесконечно. Лишь светлые воспоминания о его матери Эфестре прогнали все тревожные мысли и вопросы, оставшиеся без ответа.","Sem mais uma palavra, Raedan desapareceu mais rápido que uma brisa de vento primaveril. Quando percebeu que um silêncio profundo havia se instalado no Vale Solitário, Wigmund sentiu um nó na garganta. Ele não entendia por que tinha que deixar sua vida pacífica por um futuro incerto. De repente, percebeu como estava sozinho e que não podia viver assim indefinidamente. Apenas a lembrança luminosa de sua mãe, Aefestra, afastava todos os pensamentos perturbadores e as perguntas sem resposta."
Dialogues,c1_q4_tomb_narr1,"""Thou know’st ’tis common.
All that lives must die,
Passing through nature to eternity.""
(William Shakespeare, Hamlet, Act 1, Scene II)","""Ты знаешь, так и должно быть. 
Всё живое умрет, 
Слившись с вечностью. ""
(Уильям Шекспир, Гамлет, Акт 1, сцена II)","""Sabes que é comum.
Tudo que vive deve morrer,
Passando pela natureza à eternidade.""
(William Shakespeare, Hamlet, Ato 1, Cena II)"
Dialogues,c1_q4_tomb_wgm1,"Goodbye, mother! I have to go to Clwyd. But one day I'll be back. Please, wherever you are, pray for me. Farewell!","До свидания, мама! Мне нужно выдвигаться в Клуид, но однажды я вернусь. Прошу, где бы ты не находилась, помолись за меня. Прощай!","Adeus, mãe! Tenho que ir a Clwyd. Mas um dia voltarei. Por favor, onde quer que você esteja, reze por mim. Até logo!"
Dialogues,c2_q1_dangerous_raed1,Wigmund! Finally!,Вигмунд! Наконец-то!,Wigmund! Finalmente!
Dialogues,c2_q1_dangerous_wgm1,I promised to come to Clwyd.,Я же обещал появиться в Клуиде.,Prometi que viria a Clwyd.
Dialogues,c2_q1_dangerous_raed2,"And you have kept your word. Unfortunately, these are dark times. What you’ve noticed in your place is much more palpable here.","И ты сдержал своё слово. К сожалению, сейчас настали тёмные времена. То, что вы увидел у себя, лишь песчинка, от всей проблемы, как например...","E cumpriu sua palavra. Infelizmente, são tempos sombrios. O que você notou no seu lugar é muito mais palpável aqui."
Dialogues,c2_q1_dangerous_wgm2,Like...?,Как что...?,Como assim…?
Dialogues,c2_q1_dangerous_raed3,"Like the invasion of those evil beasts. I know that you would prefer that all these attacks of the enemies be but a mere coincidence. No, Wigmund, they are not accidents.","Как вторжение этих злых зверей. Знаю, что ты бы предпочел, чтобы все эти нападения врагов были простым совпадением. Но нет, Вигмунд, это вовсе не совпадения.","Como a invasão dessas bestas malignas. Sei que preferiria que todos esses ataques dos inimigos fossem mera coincidência. Não, Wigmund, não são acidentes."
Dialogues,c2_q1_dangerous_wgm3,"I am not happy to agree, but the evidence seems to confirm that.","Я так не рад с этим согласиться, но факты, кажется, лишь это подтверждают.","Não fico feliz em concordar, mas as evidências parecem confirmar isso."
Dialogues,c2_q1_dangerous_raed4,"You still don’t fully understand the amplitude of the events. So I will describe the current situation, in short, to make everything crystal clear: all these are parts – or episodes, if you wish - of the final assault of the evil king, Antiochus. He wants to destroy any human being who does not accept his will and deeds.","Ты до сих пор не до конца понимаешь масштаб событий.  Итак, я опишу текущую ситуацию вкратце, чтобы всё было кристально ясно: все это части – или, если хочешь, эпизоды – финального нападения злого царя Антиоха. Он хочет изничтожить любое проявление неповиновения, всех тех не принимает его волю и его творения.","Você ainda não entende completamente a amplitude dos eventos. Então descreverei a situação atual, em poucas palavras, para deixar tudo bem claro: tudo isso são partes — ou episódios, se preferir — do ataque final do rei maligno, Antiochus. Ele quer destruir todo ser humano que não aceita sua vontade e seus atos."
Dialogues,c2_q1_dangerous_wgm4,What connection can be between the tyrant and these beasts?,Какая же связь может быть между тираном и этими зверями?,Que ligação pode haver entre o tirano e essas bestas?
Dialogues,c2_q1_dangerous_raed5,"Antiochus has a lot of acolytes. Some of them are capable to control these ferocious beasts. What happened in the Lonely Valley is happening here, too. A gigantic bear has attacked our hives. They usually took some honey and left. But this one destroyed more than half from all our hives. It’s as if a sort of chaotic, destructive instinct has been awakened in that bear. As in other beasts, too.","У Антиоха много помощников. И некоторые из них способны контролировать этих свирепых зверей. И то, что произошло в Одинокой Долине, происходит и здесь. Гигантский медведь напал на наши ульи. Обычно они брали немного меда и уходили. Но этот, уничтожил больше половины всех наших ульев. В этом медведе словно пробудился какой-то хаотический, разрушительный инстинкт. Как и у всех других зверей.",Antiochus tem muitos acólitos. Alguns deles são capazes de controlar essas bestas ferozes. O que aconteceu no Vale Solitário também está acontecendo aqui. Um urso gigantesco atacou nossas colmeias. Normalmente pegavam um pouco de mel e iam embora. Mas este destruiu mais da metade de todas as nossas colmeias. É como se uma espécie de instinto caótico e destrutivo tivesse sido despertado naquele urso. Assim como em outras bestas também.
Dialogues,c2_q1_dangerous_narr1,"After being initially marked by the concern regarding what Raedan was telling him, now Wigmund’s figure looks unexpectedly calm.","Если поначалу в нём теплилось лишь беспокойство из-за слов Рейдана, то теперь Вигмунд выглядел неожиданно спокойным.","Após inicialmente demonstrar preocupação com o que Raedan lhe dizia, agora a figura de Wigmund parece inesperadamente calma."
Dialogues,c2_q1_dangerous_wgm5,I am ready.,Я готов.,Estou pronto.
Dialogues,c2_q1_dangerous_raed6,"That’s certain. Otherwise, you wouldn’t be here. The cave - named “Fur den” - is near the Southwestern forest. It is a fairly deep cavern. There is an old and extremely dangerous bear living in it. It is not very agile, but a single blow from him can be fatal. Most likely, there are many other beasts there. And, probably, some valuable items stolen by them. By the way, if you need any supplies, you can visit Oip, our merchant. And if you need any storage use the stash in the great hall, in case you did not already.","Это уж точно, иначе тебя бы здесь и не было. Пещера под названием Меховое логово находится недалеко от юго-западного леса. Это довольно глубокая пещера. В нем живет старый и крайне опасный медведь. Он не очень ловок, но один его удар может оказаться смертельным. Скорее всего, там также обитает и много других зверей. И, возможно, какие-то ценные вещи, украденные ими. Кстати, если тебе понадобятся какие-либо припасы, ты можешь обратиться к нашему торговцу Оипу.  А если тебе понадобится какое-нибудь хранилище, воспользуйся тайником в большом зале, если ты ещё этого не сделал.","Isso é certo. Caso contrário, não estaria aqui. A caverna — chamada de ""Toca do Pelo"" — fica perto da floresta sudoeste. É uma caverna bem funda. Há um urso velho e extremamente perigoso vivendo lá. Não é muito ágil, mas um único golpe seu pode ser fatal. Provavelmente há muitas outras bestas lá. E, talvez, alguns itens valiosos roubados por elas. A propósito, se precisar de suprimentos, pode visitar Oip, nosso mercador. E se precisar de armazenamento, use o baú no grande salão, caso ainda não tenha feito isso."
Dialogues,c2_q1_dangerous_wgm6,"My days of peace are gone. That is certain. Anyway, you still owe me an explanation.","Мои спокойные дни прошли. Это уж точно. Ну в любом случае, ты все ещё должен мне кое-что объяснить.","Meus dias de paz se foram. Isso é certo. De qualquer forma, você ainda me deve uma explicação."
Dialogues,c2_q1_dangerous_raed7,I know. Be sure that you will find out everything in due course.,"Я это знаю. И будьте уверен, что со временем ты всё узнаешь.",Sei. Pode ter certeza de que descobrirá tudo no momento certo.
Dialogues,c2_q1_dangerous_narr2,"After looking at him intensely, straight in his eyes, Wigmund left without adding anything else. Without realizing it, he had already begun to follow the thin line that his unique destiny began to draw. Deep in thought, Raedan murmured almost inaudible but very clear, as if to himself: ""The lions of Templar."" But there was no one who could hear him.","Пристально посмотрев ему прямо в глаза, Вигмунд ушел, не добавив ни слова. Сам того не осознавая, он уже начал идти по той тонкой линии, которую начала проводить его уникальная судьба. Глубоко задумавшись, Рейдан пробормотал почти неслышно, но очень ясно, словно про себя: ""Лев из Тамплиеров."" Были и те, кто услышал это.","Após olhá-lo intensamente, direto nos olhos, Wigmund foi embora sem acrescentar mais nada. Sem perceber, já havia começado a seguir o tênue fio que seu destino único começava a traçar. Absorto em pensamentos, Raedan murmurou quase inaudivelmente, mas muito claramente, como que para si mesmo: ""Os leões dos Templários."" Mas não havia ninguém que pudesse ouvi-lo."
Dialogues,c2_q2_unexpected_peon1,"Sir Wigmund! Master Raedan has sent me. The goblins have just been seen near the Western part of the village. Hurry up, please! Your sword is needed there! ","Сэр Вигмунд! Меня прислал мастер Рейдан. Гоблинов только что видели недалеко от западной части деревни. Поторопитесь, пожалуйста! Там очень нужен ваш острый меч!","Senhor Wigmund! O Mestre Raedan me mandou. Os goblins acabaram de ser vistos perto do lado oeste da aldeia. Apressa-te, por favor! Sua espada é necessária lá!"
Dialogues,c2_q2_unexpected_wgm1,Goblins you say? Near the Western side of Clywd? I'm going straight there! ,"Гоблины, говоришь? Рядом с западной стороной Кливда? Уже иду! ",Goblins você disse? Perto do lado oeste de Clwyd? Vou direto lá!
Dialogues,c2_q2_unexpected_raed1,"No time for discussions! The goblins are attacking us, from the Western side of Clywd!",Нет времени на дискуссии! Гоблины нападают на нас с западной стороны Клуида!,"Sem tempo para discussões! Os goblins estão nos atacando, pelo lado oeste de Clwyd!"
Dialogues,c2_q3_villageraid_wgm1,"First, wild boars and wolves, then a mad bear, now goblins. I am not surprised anymore, Raedan. But, undoubtedly, something big is happening!","Сначала кабаны и волки, потом бешеный медведь, теперь гоблины. Больше я ничему не удивляюсь, Рейдан. Но, несомненно, происходит что-то грандиозное!","Primeiro javalis e lobos, depois um urso enlouquecido, agora goblins. Não me surpreendo mais, Raedan. Mas, sem dúvida, algo grande está acontecendo!"
Dialogues,c2_q3_villageraid_raed1,I have already told you: Antiochus is looking for you. His minions are already at war.,Я ведь уже говорил тебе: тебя ищет Антиох. Его приспешники уже сражаются.,Já te disse: Antiochus está te procurando. Seus servos já estão em guerra.
Dialogues,c2_q3_villageraid_wgm2,But how can you know that Antiochus is behind this attack?,"Но откуда ты можешь знать, что за всеми этими нападениями стоит Антиох?",Mas como você pode saber que Antiochus está por trás desse ataque?
Dialogues,c2_q3_villageraid_raed2,"I can’t. Not yet. But everything will become clearer. And that will happen quickly. We do not have time. We must act. First of all, you will go on a very special mission.","Ты прав, я не могу этого знать. Еще не могу. Но вскоре и тебе это станет ясно, и это произойдет быстро. У нас нет времени. Мы должны действовать. Прежде всего, тебе предстоит выполнить особую миссию.","Não posso. Ainda não. Mas tudo ficará mais claro. E isso vai acontecer rapidamente. Não temos tempo. Precisamos agir. Antes de tudo, você irá a uma missão muito especial."
Dialogues,c2_q3_villageraid_wgm3,"Now, that I am sure that my quiet life has vanished like a dream, I am ready to fulfill whatever missions you will give me. I just hope that at the end I will regain my peaceful and solitary life. ","Теперь, когда точно я уверен, что моя тихая жизнь исчезла, как сон, я готов взяться за любую миссию, которую ты мне дашь. Я просто надеюсь, что в конце я вновь обрету свою мирную и уединенную жизнь.","Agora que tenho certeza de que minha vida tranquila se foi como um sonho, estou pronto para cumprir qualquer missão que me der. Só espero que no fim eu consiga recuperar minha vida pacífica e solitária."
Dialogues,c2_q3_villageraid_raed3,"Or maybe a cruel, violent, but heroic death. Like many of your ancestors.","Это может быть, и жестокая, кровожадная, но героическая смерть. Как у многих твоих предков.","Ou talvez uma morte cruel, violenta, mas heróica. Como muitos de seus ancestrais."
Dialogues,c2_q3_villageraid_wgm4,My ancestors?,У моих предков?,Meus ancestrais?
Dialogues,c2_q3_villageraid_raed4,"Yes, your ancestors. Great warriors were they…","Да, у твоих предков. Они были такими великими воинами, они…","Sim, seus ancestrais. Grandes guerreiros eram eles…"
Dialogues,c2_q3_villageraid_wgm5,Great warriors? My ancestors? My mother never told me anything about them.,"Мои предки, великие воины? Моя мать никогда ничего мне о них не рассказывала.",Grandes guerreiros? Meus ancestrais? Minha mãe nunca me contou nada sobre eles.
Dialogues,c2_q3_villageraid_raed5,"I won't tell you now, either.",Я и сейчас тебе ничего не скажу.,Nem eu te contarei agora.
Dialogues,c2_q3_villageraid_wgm6,I know: I will find everything out in due course. I’ve learned this lesson. What do I have to do?,"Я знаю: я всё узнаю со временем. Я уже усвоил этот урок. Так, что мне нужно сделать?",Sei: descobrirei tudo no momento certo. Aprendi essa lição. O que preciso fazer?
Dialogues,c2_q3_villageraid_raed6,You have to catch a hedgehog.,Тебе предстоит поймать ёжика.,Você precisa capturar um ouriço.
Dialogues,c2_q3_villageraid_wgm7,"What? Am I no longer a warrior but a hedgehog hunter? What sort of game is this, Raedan?","Чего-чего? Так, я уже не воин, а охотник на ежей? Это, что еще за игра такая, Рэйдан?","O quê? Não sou mais guerreiro, mas caçador de ouriços? Que tipo de jogo é esse, Raedan?"
Dialogues,c2_q3_villageraid_raed7,"Believe me: nothing is more serious than this. You need a hedgehog to find the grass of the beasts. That’s something really precious. Only a hedgehog mother can help you find the grass of the beasts. That’s because when one of the little hedgehogs is caught in a cage his mother knows where to find this herb, Milkweed, which can open any lock that has a spell on it. The grass of the beasts will be put in a medallion; then it can be used. And that will be helpful in your most crucial mission.","Поверь: в этом нет ничего смешного. Тебе нужен ёжик, чтобы найти зверь-траву. Это что-то необыкновенное. И только мама-ёжик сможет помочь найти зверь-траву. И это потому, что когда один из маленьких ежиков попадает в клетку, его мать знает, где найти эту траву, её название - молочай, она может открыть любой замок, на котором есть заклинание. Я помещу зверь-траву в медальон, и будет очень кстати в твоей самой важной миссии.","Acredite: nada é mais sério que isso. Você precisa de um ouriço para encontrar a erva das feras. É algo realmente precioso. Só uma mãe ouriço pode ajudá-lo a encontrar a erva das feras. Isso porque quando um dos filhotinhos é capturado numa gaiola, a mãe sabe onde encontrar essa erva, a Erva-Leiteira, que pode abrir qualquer fechadura com feitiço. A erva das feras será colocada num medalhão; depois pode ser usada. E isso será útil em sua missão mais crucial."
Dialogues,c2_q3_villageraid_wgm8,Very well. What do I have to do? ,"Ну ладно, хорошо. И что же мне делать?",Muito bem. O que devo fazer?
Dialogues,c2_q3_villageraid_raed8,"Find Cyld and talk to him. That little boy knows everything about hedgehogs. He will tell you what to do. But before that, visit Cyneric, our blacksmith. He is waiting for you.","Найди Сайлда и поговори с ним. Этот маленький мальчик знает всё о ежах. Он расскажет тебе, что делать. Но перед этим посети Цинерика, нашего кузнеца. Он уже ждет тебя.","Encontre Cyld e fale com ele. Aquele garoto sabe tudo sobre ouriços. Ele vai lhe dizer o que fazer. Mas antes disso, visite Cyneric, nosso ferreiro. Ele está esperando por você."
Dialogues,c2_q3_villageraid_wgm9,I will try to do my best.,Постараюсь сделать всё возможное.,Vou tentar fazer o melhor.
Dialogues,c2_q3_villageraid_raed9,I’m sure you will try.,"О, более чем уверен, что это так.",Tenho certeza de que vai tentar.
Dialogues,c2_q3_cyn_wgm1,Salve! Are you Cyneric? My name is Wigmund. Raedan has sent me here.,Сальве! Ты Цинерик? Меня зовут Вигмунд. Рэйдан послал меня к тебе.,Salve! Você é Cyneric? Meu nome é Wigmund. Raedan me mandou aqui.
Dialogues,c2_q3_cyn_cyn1,Master Wigmund! It is a great honor to meet you.,Мастер Вигмунд! Для меня большая честь познакомиться с вами.,Mestre Wigmund! É uma grande honra conhecê-lo.
Dialogues,c2_q3_cyn_wgm2,Honor? I am a simple man as you. I have not proved in any way that I deserve such an honor.,"Честь? Я лишь простой человек, как и ты. Я ничем не доказал, что заслуживаю такой чести.",Honra? Sou um homem simples como você. Não provei de forma alguma que mereço tal honra.
Dialogues,c2_q3_cyn_cyn2,"Master, excuse me for being so talkative. You do not meet everyday one of the Lions of Templar. But I understand your philosophy: deeds, not words. Here it is something more concrete.","Мастер, извините меня за такую болтливость.  Не каждый день, можно встретить одного из Львов Тамплиеров. Но я понимаю вашу философию: важны дела, а не слова. Вот, у меня кое-что есть.","Mestre, me perdoe por ser tão falador. Não é todo dia que se encontra um dos Leões dos Templários. Mas entendo sua filosofia: feitos, não palavras. Aqui está algo mais concreto."
Dialogues,c2_q3_cyn_wgm3,What is this? A small cage? I see...this would be used to catch the hedgehog. I still can hardly believe that this mission is real.,"Что это?  Маленькая клетка? Понятно... этим можно было бы поймать ежа. Мне до сих пор с трудом верится, что эта миссия реальна.",O que é isso? Uma gaiola pequena? Entendo... seria usada para capturar o ouriço. Ainda tenho dificuldade em acreditar que essa missão é real.
Dialogues,c2_q3_cyn_cyn3,I do not know about your mission. But what is sure is that the wise master Raedan has asked me to create this cage for you. Here it is! You can take it.,"Я не знаю о вашей миссии.  Но несомненно то, что мудрый мастер Рэйдан попросил меня создать для тебя эту клетку.  Вот!  Ты можешь взять это.",Não sei nada sobre sua missão. Mas o que é certo é que o sábio mestre Raedan me pediu para criar esta gaiola para você. Aqui está! Pode levá-la.
Dialogues,c2_q3_cyn_wgm4,"Thank you, Cyneric! I have another visit to make. Maybe I will meet you again.","Спасибо, Цинерик!  Мне предстоит еще один визит. Возможно, мы вскоре встретимся снова.","Obrigado, Cyneric! Tenho outra visita a fazer. Talvez nos encontremos novamente."
Dialogues,c2_q3_cyn_cyn4,Every meeting with you will always be a great honor for me.,Каждая встреча с вами всегда будет для меня большой честью.,Cada encontro com você sempre será uma grande honra para mim.
Dialogues,c2_q3_child_cyl1,Hey! Are you that warrior of the Templar?,Привет! Ты тот один из рыцарей тамплиеров?,Ei! Você é aquele guerreiro dos Templários?
Dialogues,c2_q3_child_wgm1,"I don’t know who are those Templar knights. It seems that in this place I am the only one who doesn’t know. Anyway, my name is Wigmund.","Не знаю, о каких всё рыцарях-тамплиерах, идет речь. И кажется, что я единственный, здесь, кто ничего не знает о них. Но в любом случае, моё имя Вигмунд.","Não sei quem são esses cavaleiros templários. Parece que aqui sou o único que não sabe. De qualquer forma, meu nome é Wigmund."
Dialogues,c2_q3_child_cyl2,"I knew it! You are the warrior! I knew it! I am Cyld, Sir. And I am happy to see a warrior.","Я знал! Ты один из рыцарей! Я знал! Я Силд, сэр. Я так рад видеть рыцаря.","Eu sabia! Você é o guerreiro! Eu sabia! Sou Cyld, senhor. E fico feliz em ver um guerreiro."
Dialogues,c2_q3_child_wgm2,"I am glad that you are happy, Cyld. I need your help.","Я рад, что ты рад, Силд. Слушай, мне нужна твоя помощь.","Fico feliz que esteja feliz, Cyld. Preciso da sua ajuda."
Dialogues,c2_q3_child_cyl3,"My help, Sir? You… you require my help? ","Моя помощь, сэр? Неужели вам... нужна моя... помощь?","Da minha ajuda, senhor? Você… precisa da minha ajuda?"
Dialogues,c2_q3_child_wgm3,Yes. I have to learn from you how to catch a hedgehog.,"Да. Мне предстоит поучиться у тебя, как ловить ежей.",Sim. Preciso que você me ensine a capturar um ouriço.
Dialogues,c2_q3_child_cyl4,"Ah, Sir... This is just great! My family will be astonished when I tell them that I, Cyld, the youngest of my twelve brothers and sisters, taught you how to catch a hedgehog. I wonder what faces they will make when I tell them this!","Ах это, сэр... Это же просто великолепно! Моя семья будет так удивлена, когда я расскажу им, что я, Силд, младший из моих двенадцати братьев и сестер, научил вас ловить ежа. Интересно, какие рожи они скорчат, когда я им это расскажу!","Ah, senhor… Isso é demais! Minha família vai ficar pasma quando eu contar que eu, Cyld, o caçula dos meus doze irmãos e irmãs, ensinei você a capturar um ouriço. Fico imaginando as caras que vão fazer quando eu contar isso!"
Dialogues,c2_q3_child_wgm4,"You can tell them whatever you want. But, first, you must tell me what I’ve asked.","Ты можешь рассказать им всё, что хочешь, и как хочешь. Но сначала ты должен рассказать мне то, о чем я спросил.",Pode contar o que quiser. Mas primeiro tem que me dizer o que perguntei.
Dialogues,c2_q3_child_cyl5,"Sure, Sir! I see that you already have got the cage. That’s why I cannot do this instead of you: because I am not able to open such a cage. Its spring is too strong for me. To use the cage, you need some blueberries. There are a lot near the ruined tower. Go and get some. Then you must find the favorite place of the snails.","Конечно, сэр! Вижу, что клетка у вас уже есть. А вот почему я не смогу сам сделать это вместо вас: потому что я не в состоянии открыть такую клетку. Её пружина слишком сильная для меня. А так, чтобы использовать клетку, вам лишь понадобится немного черники и всё. Возле разрушенной башни её много. Поэтому, идите и нарвите немного. А затем вам стоит найти любимое место улиток.","Claro, senhor! Vejo que já tem a gaiola. É por isso que não posso fazer isso no lugar do senhor: porque não consigo abrir essa gaiola. A mola é forte demais para mim. Para usar a gaiola, o senhor precisa de algumas frutas silvestres. Tem bastante perto da torre em ruínas. Vá pegar algumas. Depois o senhor precisa encontrar o lugar preferido dos caracóis."
Dialogues,c2_q3_child_wgm5,Snails? And what else? Maybe some lizards?!,"Улиток? А потом что? Может, ящерицы?!",Caracóis? E mais o quê? Talvez alguns lagartos?!
Dialogues,c2_q3_child_cyl6,"Ha ha! Master, you are so funny! That’s the secret... Hedgehogs love to eat berries. They will come near the snail’s place, then you will catch them. How nice! But to catch them, you must put the berries in the cage and let it down near the snail’s nest. That’s on the Southern part of the lake. There is a stone with a strange shape. I’m sure that you will notice it. When the hedgehogs come, one of them will enter the cage. They like berries so much!","Ха-ха! Мастер, а вы забавный! Так вот в чем секрет... Ёжики любят лакомиться ягодами. Они подойдут к месту где ползают улитки, и тогда вы их и поймаете, вот так просто! Но, вот, чтобы их поймать, необходимо положить ягоды в клетку и опустить ее возле гнезда улитки. У южная части озера, есть камень странной формы, уверен, что вы его легко заметите. Когда придут ежи, один из них войдет в клетку. Они слишкком любят ягоды!","Haha! Mestre, o senhor é tão engraçado! Esse é o segredo... Os ouriços adoram comer frutas. Vão chegar perto do lugar dos caracóis, então o senhor vai capturá-los. Que legal! Mas para capturá-los, o senhor precisa colocar as frutas na gaiola e deixá-la perto do ninho dos caracóis. Fica na parte sul do lago. Tem uma pedra com forma estranha. Tenho certeza de que vai notar. Quando os ouriços chegarem, um deles vai entrar na gaiola. Eles adoram frutas!"
Dialogues,c2_q3_child_wgm6,And so I will catch a little hedgehog …,И вот поймаю я ёжика…,E assim vou capturar um filhotinho de ouriço…
